naics_edition_year,history_year,history_naics,cur_naics
2022,2012,221114,221114
2022,2017,221114,221114
2022,2022,221114,221114
2022,2012,221115,221115
2022,2017,221115,221115
2022,2022,221115,221115
2022,2012,221116,221116
2022,2017,221116,221116
2022,2022,221116,221116
2022,2012,221117,221117
2022,2017,221117,221117
2022,2022,221117,221117
2022,2012,221118,221118
2022,2017,221118,221118
2022,2022,221118,221118
2022,2012,221121,221121
2022,2017,221121,221121
2022,2022,221121,221121
2022,2012,221122,221122
2022,2017,221122,221122
2022,2022,221122,221122
2022,2012,221210,221210
2022,2017,221210,221210
2022,2022,221210,221210
2022,2012,221310,221310
2022,2017,221310,221310
2022,2022,221310,221310
2022,2012,221320,221320
2022,2017,221320,221320
2022,2022,221320,221320
2022,2012,221330,221330
2022,2017,221330,221330
2022,2022,221330,221330
2022,2012,236115,236115
2022,2017,236115,236115
2022,2022,236115,236115
2022,2012,236116,236116
2022,2017,236116,236116
2022,2022,236116,236116
2022,2012,236117,236117
2022,2017,236117,236117
2022,2022,236117,236117
2022,2012,236118,236118
2022,2017,236118,236118
2022,2022,236118,236118
2022,2012,236210,236210
2022,2017,236210,236210
2022,2022,236210,236210
2022,2012,236220,236220
2022,2017,236220,236220
2022,2022,236220,236220
2022,2012,237110,237110
2022,2017,237110,237110
2022,2022,237110,237110
2022,2012,237120,237120
2022,2017,237120,237120
2022,2022,237120,237120
2022,2012,237130,237130
2022,2017,237130,237130
2022,2022,237130,237130
2022,2012,237210,237210
2022,2017,237210,237210
2022,2022,237210,237210
2022,2012,237310,237310
2022,2017,237310,237310
2022,2022,237310,237310
2022,2012,237990,237990
2022,2017,237990,237990
2022,2022,237990,237990
2022,2012,238110,238110
2022,2017,238110,238110
2022,2022,238110,238110
2022,2012,238120,238120
2022,2017,238120,238120
2022,2022,238120,238120
2022,2012,238130,238130
2022,2017,238130,238130
2022,2022,238130,238130
2022,2012,238140,238140
2022,2017,238140,238140
2022,2022,238140,238140
2022,2012,238150,238150
2022,2017,238150,238150
2022,2022,238150,238150
2022,2012,238160,238160
2022,2017,238160,238160
2022,2022,238160,238160
2022,2012,238170,238170
2022,2017,238170,238170
2022,2022,238170,238170
2022,2012,238190,238190
2022,2017,238190,238190
2022,2022,238190,238190
2022,2012,238210,238210
2022,2017,238210,238210
2022,2022,238210,238210
2022,2012,238220,238220
2022,2017,238220,238220
2022,2022,238220,238220
2022,2012,238290,238290
2022,2017,238290,238290
2022,2022,238290,238290
2022,2012,238310,238310
2022,2017,238310,238310
2022,2022,238310,238310
2022,2012,238320,238320
2022,2017,238320,238320
2022,2022,238320,238320
2022,2012,238330,238330
2022,2017,238330,238330
2022,2022,238330,238330
2022,2012,238340,238340
2022,2017,238340,238340
2022,2022,238340,238340
2022,2012,238350,238350
2022,2017,238350,238350
2022,2022,238350,238350
2022,2012,238390,238390
2022,2017,238390,238390
2022,2022,238390,238390
2022,2012,238910,238910
2022,2017,238910,238910
2022,2022,238910,238910
2022,2012,238990,238990
2022,2017,238990,238990
2022,2022,238990,238990
2022,2012,311111,311111
2022,2017,311111,311111
2022,2022,311111,311111
2022,2012,311119,311119
2022,2017,311119,311119
2022,2022,311119,311119
2022,2012,311211,311211
2022,2017,311211,311211
2022,2022,311211,311211
2022,2012,311212,311212
2022,2017,311212,311212
2022,2022,311212,311212
2022,2012,311213,311213
2022,2017,311213,311213
2022,2022,311213,311213
2022,2012,311221,311221
2022,2017,311221,311221
2022,2022,311221,311221
2022,2012,311224,311224
2022,2017,311224,311224
2022,2022,311224,311224
2022,2012,311225,311225
2022,2017,311225,311225
2022,2022,311225,311225
2022,2012,311230,311230
2022,2017,311230,311230
2022,2022,311230,311230
2022,2012,311313,311313
2022,2017,311313,311313
2022,2022,311313,311313
2022,2012,311314,311314
2022,2017,311314,311314
2022,2022,311314,311314
2022,2012,311340,311340
2022,2017,311340,311340
2022,2022,311340,311340
2022,2012,311351,311351
2022,2017,311351,311351
2022,2022,311351,311351
2022,2012,311352,311352
2022,2017,311352,311352
2022,2022,311352,311352
2022,2012,311411,311411
2022,2017,311411,311411
2022,2022,311411,311411
2022,2012,311412,311412
2022,2017,311412,311412
2022,2022,311412,311412
2022,2012,311421,311421
2022,2017,311421,311421
2022,2022,311421,311421
2022,2012,311422,311422
2022,2017,311422,311422
2022,2022,311422,311422
2022,2012,311423,311423
2022,2017,311423,311423
2022,2022,311423,311423
2022,2012,311511,311511
2022,2017,311511,311511
2022,2022,311511,311511
2022,2012,311512,311512
2022,2017,311512,311512
2022,2022,311512,311512
2022,2012,311513,311513
2022,2017,311513,311513
2022,2022,311513,311513
2022,2012,311514,311514
2022,2017,311514,311514
2022,2022,311514,311514
2022,2012,311520,311520
2022,2017,311520,311520
2022,2022,311520,311520
2022,2012,311611,311611
2022,2017,311611,311611
2022,2022,311611,311611
2022,2012,311612,311612
2022,2017,311612,311612
2022,2022,311612,311612
2022,2012,311613,311613
2022,2017,311613,311613
2022,2022,311613,311613
2022,2012,311615,311615
2022,2017,311615,311615
2022,2022,311615,311615
2022,2012,311710,311710
2022,2017,311710,311710
2022,2022,311710,311710
2022,2012,311811,311811
2022,2017,311811,311811
2022,2022,311811,311811
2022,2012,311812,311812
2022,2017,311812,311812
2022,2022,311812,311812
2022,2012,311813,311813
2022,2017,311813,311813
2022,2022,311813,311813
2022,2012,311821,311821
2022,2017,311821,311821
2022,2022,311821,311821
2022,2012,311824,311824
2022,2017,311824,311824
2022,2022,311824,311824
2022,2012,311830,311830
2022,2017,311830,311830
2022,2022,311830,311830
2022,2012,311911,311911
2022,2017,311911,311911
2022,2022,311911,311911
2022,2012,311919,311919
2022,2017,311919,311919
2022,2022,311919,311919
2022,2012,311920,311920
2022,2017,311920,311920
2022,2022,311920,311920
2022,2012,311930,311930
2022,2017,311930,311930
2022,2022,311930,311930
2022,2012,311941,311941
2022,2017,311941,311941
2022,2022,311941,311941
2022,2012,311942,311942
2022,2017,311942,311942
2022,2022,311942,311942
2022,2012,311991,311991
2022,2017,311991,311991
2022,2022,311991,311991
2022,2012,311999,311999
2022,2017,311999,311999
2022,2022,311999,311999
2022,2012,312111,312111
2022,2017,312111,312111
2022,2022,312111,312111
2022,2012,312112,312112
2022,2017,312112,312112
2022,2022,312112,312112
2022,2012,312113,312113
2022,2017,312113,312113
2022,2022,312113,312113
2022,2012,312120,312120
2022,2017,312120,312120
2022,2022,312120,312120
2022,2012,312130,312130
2022,2017,312130,312130
2022,2022,312130,312130
2022,2012,312140,312140
2022,2017,312140,312140
2022,2022,312140,312140
2022,2012,312230,312230
2022,2017,312230,312230
2022,2022,312230,312230
2022,2012,313110,313110
2022,2017,313110,313110
2022,2022,313110,313110
2022,2012,313210,313210
2022,2017,313210,313210
2022,2022,313210,313210
2022,2012,313220,313220
2022,2017,313220,313220
2022,2022,313220,313220
2022,2012,313230,313230
2022,2017,313230,313230
2022,2022,313230,313230
2022,2012,313240,313240
2022,2017,313240,313240
2022,2022,313240,313240
2022,2012,313310,313310
2022,2017,313310,313310
2022,2022,313310,313310
2022,2012,313320,313320
2022,2017,313320,313320
2022,2022,313320,313320
2022,2012,314110,314110
2022,2017,314110,314110
2022,2022,314110,314110
2022,2012,314120,314120
2022,2017,314120,314120
2022,2022,314120,314120
2022,2012,314910,314910
2022,2017,314910,314910
2022,2022,314910,314910
2022,2012,314994,314994
2022,2017,314994,314994
2022,2022,314994,314994
2022,2012,314999,314999
2022,2017,314999,314999
2022,2022,314999,314999
2022,2012,315110,315120
2022,2012,315190,315120
2022,2017,315110,315120
2022,2017,315190,315120
2022,2022,315120,315120
2022,2012,315210,315210
2022,2017,315210,315210
2022,2022,315210,315210
2022,2012,315220,315250
2022,2012,315240,315250
2022,2012,315280,315250
2022,2017,315220,315250
2022,2017,315240,315250
2022,2017,315280,315250
2022,2022,315250,315250
2022,2012,315990,315990
2022,2017,315990,315990
2022,2022,315990,315990
2022,2012,316110,316110
2022,2017,316110,316110
2022,2022,316110,316110
2022,2012,316210,316210
2022,2017,316210,316210
2022,2022,316210,316210
2022,2012,316992,316990
2022,2012,316998,316990
2022,2017,316992,316990
2022,2017,316998,316990
2022,2022,316990,316990
2022,2012,321113,321113
2022,2017,321113,321113
2022,2022,321113,321113
2022,2012,321114,321114
2022,2017,321114,321114
2022,2022,321114,321114
2022,2012,321211,321211
2022,2017,321211,321211
2022,2022,321211,321211
2022,2012,321212,321212
2022,2017,321212,321212
2022,2022,321212,321212
2022,2012,321213,321215
2022,2012,321214,321215
2022,2017,321213,321215
2022,2017,321214,321215
2022,2022,321215,321215
2022,2012,321219,321219
2022,2017,321219,321219
2022,2022,321219,321219
2022,2012,321911,321911
2022,2017,321911,321911
2022,2022,321911,321911
2022,2012,321912,321912
2022,2017,321912,321912
2022,2022,321912,321912
2022,2012,321918,321918
2022,2017,321918,321918
2022,2022,321918,321918
2022,2012,321920,321920
2022,2017,321920,321920
2022,2022,321920,321920
2022,2012,321991,321991
2022,2017,321991,321991
2022,2022,321991,321991
2022,2012,321992,321992
2022,2017,321992,321992
2022,2022,321992,321992
2022,2012,321999,321999
2022,2017,321999,321999
2022,2022,321999,321999
2022,2012,322110,322110
2022,2017,322110,322110
2022,2022,322110,322110
2022,2012,322121,322120
2022,2012,322122,322120
2022,2017,322121,322120
2022,2017,322122,322120
2022,2022,322120,322120
2022,2012,322130,322130
2022,2017,322130,322130
2022,2022,322130,322130
2022,2012,322211,322211
2022,2017,322211,322211
2022,2022,322211,322211
2022,2012,322212,322212
2022,2017,322212,322212
2022,2022,322212,322212
2022,2012,322219,322219
2022,2017,322219,322219
2022,2022,322219,322219
2022,2012,322220,322220
2022,2017,322220,322220
2022,2022,322220,322220
2022,2012,322230,322230
2022,2017,322230,322230
2022,2022,322230,322230
2022,2012,322291,322291
2022,2017,322291,322291
2022,2022,322291,322291
2022,2012,322299,322299
2022,2017,322299,322299
2022,2022,322299,322299
2022,2012,323111,323111
2022,2017,323111,323111
2022,2022,323111,323111
2022,2012,323113,323113
2022,2017,323113,323113
2022,2022,323113,323113
2022,2012,323117,323117
2022,2017,323117,323117
2022,2022,323117,323117
2022,2012,323120,323120
2022,2017,323120,323120
2022,2022,323120,323120
2022,2012,324110,324110
2022,2017,324110,324110
2022,2022,324110,324110
2022,2012,324121,324121
2022,2017,324121,324121
2022,2022,324121,324121
2022,2012,324122,324122
2022,2017,324122,324122
2022,2022,324122,324122
2022,2012,324191,324191
2022,2017,324191,324191
2022,2022,324191,324191
2022,2012,324199,324199
2022,2017,324199,324199
2022,2022,324199,324199
2022,2012,325110,325110
2022,2017,325110,325110
2022,2022,325110,325110
2022,2012,325120,325120
2022,2017,325120,325120
2022,2022,325120,325120
2022,2012,325130,325130
2022,2017,325130,325130
2022,2022,325130,325130
2022,2012,325180,325180
2022,2017,325180,325180
2022,2022,325180,325180
2022,2012,325193,325193
2022,2017,325193,325193
2022,2022,325193,325193
2022,2012,325194,325194
2022,2017,325194,325194
2022,2022,325194,325194
2022,2012,325199,325199
2022,2017,325199,325199
2022,2022,325199,325199
2022,2012,325211,325211
2022,2017,325211,325211
2022,2022,325211,325211
2022,2012,325212,325212
2022,2017,325212,325212
2022,2022,325212,325212
2022,2012,325220,325220
2022,2017,325220,325220
2022,2022,325220,325220
2022,2012,325311,325311
2022,2017,325311,325311
2022,2022,325311,325311
2022,2012,325312,325312
2022,2017,325312,325312
2022,2022,325312,325312
2022,2012,325314,325314
2022,2017,325314,325314
2022,2022,325314,325314
2022,2012,325314,325315
2022,2017,325314,325315
2022,2022,325315,325315
2022,2012,325320,325320
2022,2017,325320,325320
2022,2022,325320,325320
2022,2012,325411,325411
2022,2017,325411,325411
2022,2022,325411,325411
2022,2012,325412,325412
2022,2017,325412,325412
2022,2022,325412,325412
2022,2012,325413,325413
2022,2017,325413,325413
2022,2022,325413,325413
2022,2012,325414,325414
2022,2017,325414,325414
2022,2022,325414,325414
2022,2012,325510,325510
2022,2017,325510,325510
2022,2022,325510,325510
2022,2012,325520,325520
2022,2017,325520,325520
2022,2022,325520,325520
2022,2012,325611,325611
2022,2017,325611,325611
2022,2022,325611,325611
2022,2012,325612,325612
2022,2017,325612,325612
2022,2022,325612,325612
2022,2012,325613,325613
2022,2017,325613,325613
2022,2022,325613,325613
2022,2012,325620,325620
2022,2017,325620,325620
2022,2022,325620,325620
2022,2012,325910,325910
2022,2017,325910,325910
2022,2022,325910,325910
2022,2012,325920,325920
2022,2017,325920,325920
2022,2022,325920,325920
2022,2012,325991,325991
2022,2017,325991,325991
2022,2022,325991,325991
2022,2012,325992,325992
2022,2017,325992,325992
2022,2022,325992,325992
2022,2012,325998,325998
2022,2017,325998,325998
2022,2022,325998,325998
2022,2012,326111,326111
2022,2017,326111,326111
2022,2022,326111,326111
2022,2012,326112,326112
2022,2017,326112,326112
2022,2022,326112,326112
2022,2012,326113,326113
2022,2017,326113,326113
2022,2022,326113,326113
2022,2012,326121,326121
2022,2017,326121,326121
2022,2022,326121,326121
2022,2012,326122,326122
2022,2017,326122,326122
2022,2022,326122,326122
2022,2012,326130,326130
2022,2017,326130,326130
2022,2022,326130,326130
2022,2012,326140,326140
2022,2017,326140,326140
2022,2022,326140,326140
2022,2012,326150,326150
2022,2017,326150,326150
2022,2022,326150,326150
2022,2012,326160,326160
2022,2017,326160,326160
2022,2022,326160,326160
2022,2012,326191,326191
2022,2017,326191,326191
2022,2022,326191,326191
2022,2012,326199,326199
2022,2017,326199,326199
2022,2022,326199,326199
2022,2012,326211,326211
2022,2017,326211,326211
2022,2022,326211,326211
2022,2012,326212,326212
2022,2017,326212,326212
2022,2022,326212,326212
2022,2012,326220,326220
2022,2017,326220,326220
2022,2022,326220,326220
2022,2012,326291,326291
2022,2017,326291,326291
2022,2022,326291,326291
2022,2012,326299,326299
2022,2017,326299,326299
2022,2022,326299,326299
2022,2012,327110,327110
2022,2017,327110,327110
2022,2022,327110,327110
2022,2012,327120,327120
2022,2017,327120,327120
2022,2022,327120,327120
2022,2012,327211,327211
2022,2017,327211,327211
2022,2022,327211,327211
2022,2012,327212,327212
2022,2017,327212,327212
2022,2022,327212,327212
2022,2012,327213,327213
2022,2017,327213,327213
2022,2022,327213,327213
2022,2012,327215,327215
2022,2017,327215,327215
2022,2022,327215,327215
2022,2012,327310,327310
2022,2017,327310,327310
2022,2022,327310,327310
2022,2012,327320,327320
2022,2017,327320,327320
2022,2022,327320,327320
2022,2012,327331,327331
2022,2017,327331,327331
2022,2022,327331,327331
2022,2012,327332,327332
2022,2017,327332,327332
2022,2022,327332,327332
2022,2012,327390,327390
2022,2017,327390,327390
2022,2022,327390,327390
2022,2012,327410,327410
2022,2017,327410,327410
2022,2022,327410,327410
2022,2012,327420,327420
2022,2017,327420,327420
2022,2022,327420,327420
2022,2012,327910,327910
2022,2017,327910,327910
2022,2022,327910,327910
2022,2012,327991,327991
2022,2017,327991,327991
2022,2022,327991,327991
2022,2012,327992,327992
2022,2017,327992,327992
2022,2022,327992,327992
2022,2012,327993,327993
2022,2017,327993,327993
2022,2022,327993,327993
2022,2012,327999,327999
2022,2017,327999,327999
2022,2022,327999,327999
2022,2012,331110,331110
2022,2017,331110,331110
2022,2022,331110,331110
2022,2012,331210,331210
2022,2017,331210,331210
2022,2022,331210,331210
2022,2012,331221,331221
2022,2017,331221,331221
2022,2022,331221,331221
2022,2012,331222,331222
2022,2017,331222,331222
2022,2022,331222,331222
2022,2012,331313,331313
2022,2017,331313,331313
2022,2022,331313,331313
2022,2012,331314,331314
2022,2017,331314,331314
2022,2022,331314,331314
2022,2012,331315,331315
2022,2017,331315,331315
2022,2022,331315,331315
2022,2012,331318,331318
2022,2017,331318,331318
2022,2022,331318,331318
2022,2012,331410,331410
2022,2017,331410,331410
2022,2022,331410,331410
2022,2012,331420,331420
2022,2017,331420,331420
2022,2022,331420,331420
2022,2012,331491,331491
2022,2017,331491,331491
2022,2022,331491,331491
2022,2012,331492,331492
2022,2017,331492,331492
2022,2022,331492,331492
2022,2012,331511,331511
2022,2017,331511,331511
2022,2022,331511,331511
2022,2012,331512,331512
2022,2017,331512,331512
2022,2022,331512,331512
2022,2012,331513,331513
2022,2017,331513,331513
2022,2022,331513,331513
2022,2012,331523,331523
2022,2017,331523,331523
2022,2022,331523,331523
2022,2012,331524,331524
2022,2017,331524,331524
2022,2022,331524,331524
2022,2012,331529,331529
2022,2017,331529,331529
2022,2022,331529,331529
2022,2012,332111,332111
2022,2017,332111,332111
2022,2022,332111,332111
2022,2012,332112,332112
2022,2017,332112,332112
2022,2022,332112,332112
2022,2012,332114,332114
2022,2017,332114,332114
2022,2022,332114,332114
2022,2012,332117,332117
2022,2017,332117,332117
2022,2022,332117,332117
2022,2012,332119,332119
2022,2017,332119,332119
2022,2022,332119,332119
2022,2012,332215,332215
2022,2017,332215,332215
2022,2022,332215,332215
2022,2012,332216,332216
2022,2017,332216,332216
2022,2022,332216,332216
2022,2012,332311,332311
2022,2017,332311,332311
2022,2022,332311,332311
2022,2012,332312,332312
2022,2017,332312,332312
2022,2022,332312,332312
2022,2012,332313,332313
2022,2017,332313,332313
2022,2022,332313,332313
2022,2012,332321,332321
2022,2017,332321,332321
2022,2022,332321,332321
2022,2012,332322,332322
2022,2017,332322,332322
2022,2022,332322,332322
2022,2012,332323,332323
2022,2017,332323,332323
2022,2022,332323,332323
2022,2012,332410,332410
2022,2017,332410,332410
2022,2022,332410,332410
2022,2012,332420,332420
2022,2017,332420,332420
2022,2022,332420,332420
2022,2012,332431,332431
2022,2017,332431,332431
2022,2022,332431,332431
2022,2012,332439,332439
2022,2017,332439,332439
2022,2022,332439,332439
2022,2012,332510,332510
2022,2017,332510,332510
2022,2022,332510,332510
2022,2012,332613,332613
2022,2017,332613,332613
2022,2022,332613,332613
2022,2012,332618,332618
2022,2017,332618,332618
2022,2022,332618,332618
2022,2012,332710,332710
2022,2017,332710,332710
2022,2022,332710,332710
2022,2012,332721,332721
2022,2017,332721,332721
2022,2022,332721,332721
2022,2012,332722,332722
2022,2017,332722,332722
2022,2022,332722,332722
2022,2012,332811,332811
2022,2017,332811,332811
2022,2022,332811,332811
2022,2012,332812,332812
2022,2017,332812,332812
2022,2022,332812,332812
2022,2012,332813,332813
2022,2017,332813,332813
2022,2022,332813,332813
2022,2012,332911,332911
2022,2017,332911,332911
2022,2022,332911,332911
2022,2012,332912,332912
2022,2017,332912,332912
2022,2022,332912,332912
2022,2012,332913,332913
2022,2017,332913,332913
2022,2022,332913,332913
2022,2012,332919,332919
2022,2017,332919,332919
2022,2022,332919,332919
2022,2012,332991,332991
2022,2017,332991,332991
2022,2022,332991,332991
2022,2012,332992,332992
2022,2017,332992,332992
2022,2022,332992,332992
2022,2012,332993,332993
2022,2017,332993,332993
2022,2022,332993,332993
2022,2012,332994,332994
2022,2017,332994,332994
2022,2022,332994,332994
2022,2012,332996,332996
2022,2017,332996,332996
2022,2022,332996,332996
2022,2012,332999,332999
2022,2017,332999,332999
2022,2022,332999,332999
2022,2012,333111,333111
2022,2017,333111,333111
2022,2022,333111,333111
2022,2012,333112,333112
2022,2017,333112,333112
2022,2022,333112,333112
2022,2012,333120,333120
2022,2017,333120,333120
2022,2022,333120,333120
2022,2012,333131,333131
2022,2017,333131,333131
2022,2022,333131,333131
2022,2012,333132,333132
2022,2017,333132,333132
2022,2022,333132,333132
2022,2012,333241,333241
2022,2017,333241,333241
2022,2022,333241,333241
2022,2012,333242,333242
2022,2017,333242,333242
2022,2022,333242,333242
2022,2012,333243,333243
2022,2017,333243,333243
2022,2022,333243,333243
2022,2012,333244,333248
2022,2012,333249,333248
2022,2017,333244,333248
2022,2017,333249,333248
2022,2022,333248,333248
2022,2012,333314,333310
2022,2012,333316,333310
2022,2012,333318,333310
2022,2017,333314,333310
2022,2017,333316,333310
2022,2017,333318,333310
2022,2022,333310,333310
2022,2012,333413,333413
2022,2017,333413,333413
2022,2022,333413,333413
2022,2012,333414,333414
2022,2017,333414,333414
2022,2022,333414,333414
2022,2012,333415,333415
2022,2017,333415,333415
2022,2022,333415,333415
2022,2012,333511,333511
2022,2017,333511,333511
2022,2022,333511,333511
2022,2012,333514,333514
2022,2017,333514,333514
2022,2022,333514,333514
2022,2012,333515,333515
2022,2017,333515,333515
2022,2022,333515,333515
2022,2012,333517,333517
2022,2017,333517,333517
2022,2022,333517,333517
2022,2012,333519,333519
2022,2017,333519,333519
2022,2022,333519,333519
2022,2012,333611,333611
2022,2017,333611,333611
2022,2022,333611,333611
2022,2012,333612,333612
2022,2017,333612,333612
2022,2022,333612,333612
2022,2012,333613,333613
2022,2017,333613,333613
2022,2022,333613,333613
2022,2012,333618,333618
2022,2017,333618,333618
2022,2022,333618,333618
2022,2012,333912,333912
2022,2017,333912,333912
2022,2022,333912,333912
2022,2012,333911,333914
2022,2012,333913,333914
2022,2017,333914,333914
2022,2022,333914,333914
2022,2012,333921,333921
2022,2017,333921,333921
2022,2022,333921,333921
2022,2012,333922,333922
2022,2017,333922,333922
2022,2022,333922,333922
