naics_edition_year,history_year,history_naics,cur_naics
2017,2012,31411,31411
2017,2017,31411,31411
2017,2022,31411,31411
2017,2012,314110,314110
2017,2017,314110,314110
2017,2022,314110,314110
2017,2012,31412,31412
2017,2017,31412,31412
2017,2022,31412,31412
2017,2012,314120,314120
2017,2017,314120,314120
2017,2022,314120,314120
2017,2012,3149,3149
2017,2017,3149,3149
2017,2022,3149,3149
2017,2012,31491,31491
2017,2017,31491,31491
2017,2022,31491,31491
2017,2012,314910,314910
2017,2017,314910,314910
2017,2022,314910,314910
2017,2012,31499,31499
2017,2017,31499,31499
2017,2022,31499,31499
2017,2012,314994,314994
2017,2017,314994,314994
2017,2022,314994,314994
2017,2012,314999,314999
2017,2017,314999,314999
2017,2022,314999,314999
2017,2012,315,315
2017,2017,315,315
2017,2022,315,315
2017,2012,3151,3151
2017,2017,3151,3151
2017,2022,3151,3151
2017,2012,31511,31511
2017,2017,31511,31511
2017,2022,31512,31511
2017,2012,315110,315110
2017,2017,315110,315110
2017,2022,315120,315110
2017,2012,31519,31519
2017,2017,31519,31519
2017,2022,31512,31519
2017,2012,315190,315190
2017,2017,315190,315190
2017,2022,315120,315190
2017,2012,3152,3152
2017,2017,3152,3152
2017,2022,3152,3152
2017,2012,31521,31521
2017,2017,31521,31521
2017,2022,31521,31521
2017,2012,315210,315210
2017,2017,315210,315210
2017,2022,315210,315210
2017,2012,31522,31522
2017,2017,31522,31522
2017,2022,31525,31522
2017,2012,315220,315220
2017,2017,315220,315220
2017,2022,315250,315220
2017,2012,31524,31524
2017,2017,31524,31524
2017,2022,31525,31524
2017,2012,315240,315240
2017,2017,315240,315240
2017,2022,315250,315240
2017,2012,31528,31528
2017,2017,31528,31528
2017,2022,31525,31528
2017,2012,315280,315280
2017,2017,315280,315280
2017,2022,315250,315280
2017,2012,3159,3159
2017,2017,3159,3159
2017,2022,3159,3159
2017,2012,31599,31599
2017,2017,31599,31599
2017,2022,31599,31599
2017,2012,315990,315990
2017,2017,315990,315990
2017,2022,315990,315990
2017,2012,316,316
2017,2017,316,316
2017,2022,316,316
2017,2012,3161,3161
2017,2017,3161,3161
2017,2022,3161,3161
2017,2012,31611,31611
2017,2017,31611,31611
2017,2022,31611,31611
2017,2012,316110,316110
2017,2017,316110,316110
2017,2022,316110,316110
2017,2012,3162,3162
2017,2017,3162,3162
2017,2022,3162,3162
2017,2012,31621,31621
2017,2017,31621,31621
2017,2022,31621,31621
2017,2012,316210,316210
2017,2017,316210,316210
2017,2022,316210,316210
2017,2012,3169,3169
2017,2017,3169,3169
2017,2022,3169,3169
2017,2012,31699,31699
2017,2017,31699,31699
2017,2022,31699,31699
2017,2012,316992,316992
2017,2017,316992,316992
2017,2022,316990,316992
2017,2012,316998,316998
2017,2017,316998,316998
2017,2022,316990,316998
2017,2012,321,321
2017,2017,321,321
2017,2022,321,321
2017,2012,3211,3211
2017,2017,3211,3211
2017,2022,3211,3211
2017,2012,32111,32111
2017,2017,32111,32111
2017,2022,32111,32111
2017,2012,321113,321113
2017,2017,321113,321113
2017,2022,321113,321113
2017,2012,321114,321114
2017,2017,321114,321114
2017,2022,321114,321114
2017,2012,3212,3212
2017,2017,3212,3212
2017,2022,3212,3212
2017,2012,32121,32121
2017,2017,32121,32121
2017,2022,32121,32121
2017,2012,321211,321211
2017,2017,321211,321211
2017,2022,321211,321211
2017,2012,321212,321212
2017,2017,321212,321212
2017,2022,321212,321212
2017,2012,321213,321213
2017,2017,321213,321213
2017,2022,321215,321213
2017,2012,321214,321214
2017,2017,321214,321214
2017,2022,321215,321214
2017,2012,321219,321219
2017,2017,321219,321219
2017,2022,321219,321219
2017,2012,3219,3219
2017,2017,3219,3219
2017,2022,3219,3219
2017,2012,32191,32191
2017,2017,32191,32191
2017,2022,32191,32191
2017,2012,321911,321911
2017,2017,321911,321911
2017,2022,321911,321911
2017,2012,321912,321912
2017,2017,321912,321912
2017,2022,321912,321912
2017,2012,321918,321918
2017,2017,321918,321918
2017,2022,321918,321918
2017,2012,32192,32192
2017,2017,32192,32192
2017,2022,32192,32192
2017,2012,321920,321920
2017,2017,321920,321920
2017,2022,321920,321920
2017,2012,32199,32199
2017,2017,32199,32199
2017,2022,32199,32199
2017,2012,321991,321991
2017,2017,321991,321991
2017,2022,321991,321991
2017,2012,321992,321992
2017,2017,321992,321992
2017,2022,321992,321992
2017,2012,321999,321999
2017,2017,321999,321999
2017,2022,321999,321999
2017,2012,322,322
2017,2017,322,322
2017,2022,322,322
2017,2012,3221,3221
2017,2017,3221,3221
2017,2022,3221,3221
2017,2012,32211,32211
2017,2017,32211,32211
2017,2022,32211,32211
2017,2012,322110,322110
2017,2017,322110,322110
2017,2022,322110,322110
2017,2012,32212,32212
2017,2017,32212,32212
2017,2022,32212,32212
2017,2012,322121,322121
2017,2017,322121,322121
2017,2022,322120,322121
2017,2012,322122,322122
2017,2017,322122,322122
2017,2022,322120,322122
2017,2012,32213,32213
2017,2017,32213,32213
2017,2022,32213,32213
2017,2012,322130,322130
2017,2017,322130,322130
2017,2022,322130,322130
2017,2012,3222,3222
2017,2017,3222,3222
2017,2022,3222,3222
2017,2012,32221,32221
2017,2017,32221,32221
2017,2022,32221,32221
2017,2012,322211,322211
2017,2017,322211,322211
2017,2022,322211,322211
2017,2012,322212,322212
2017,2017,322212,322212
2017,2022,322212,322212
2017,2012,322219,322219
2017,2017,322219,322219
2017,2022,322219,322219
2017,2012,32222,32222
2017,2017,32222,32222
2017,2022,32222,32222
2017,2012,322220,322220
2017,2017,322220,322220
2017,2022,322220,322220
2017,2012,32223,32223
2017,2017,32223,32223
2017,2022,32223,32223
2017,2012,322230,322230
2017,2017,322230,322230
2017,2022,322230,322230
2017,2012,32229,32229
2017,2017,32229,32229
2017,2022,32229,32229
2017,2012,322291,322291
2017,2017,322291,322291
2017,2022,322291,322291
2017,2012,322299,322299
2017,2017,322299,322299
2017,2022,322299,322299
2017,2012,323,323
2017,2017,323,323
2017,2022,323,323
2017,2012,3231,3231
2017,2017,3231,3231
2017,2022,3231,3231
2017,2012,32311,32311
2017,2017,32311,32311
2017,2022,32311,32311
2017,2012,323111,323111
2017,2017,323111,323111
2017,2022,323111,323111
2017,2012,323113,323113
2017,2017,323113,323113
2017,2022,323113,323113
2017,2012,323117,323117
2017,2017,323117,323117
2017,2022,323117,323117
2017,2012,32312,32312
2017,2017,32312,32312
2017,2022,32312,32312
2017,2012,323120,323120
2017,2017,323120,323120
2017,2022,323120,323120
2017,2012,324,324
2017,2017,324,324
2017,2022,324,324
2017,2012,3241,3241
2017,2017,3241,3241
2017,2022,3241,3241
2017,2012,32411,32411
2017,2017,32411,32411
2017,2022,32411,32411
2017,2012,324110,324110
2017,2017,324110,324110
2017,2022,324110,324110
2017,2012,32412,32412
2017,2017,32412,32412
2017,2022,32412,32412
2017,2012,324121,324121
2017,2017,324121,324121
2017,2022,324121,324121
2017,2012,324122,324122
2017,2017,324122,324122
2017,2022,324122,324122
2017,2012,32419,32419
2017,2017,32419,32419
2017,2022,32419,32419
2017,2012,324191,324191
2017,2017,324191,324191
2017,2022,324191,324191
2017,2012,324199,324199
2017,2017,324199,324199
2017,2022,324199,324199
2017,2012,325,325
2017,2017,325,325
2017,2022,325,325
2017,2012,3251,3251
2017,2017,3251,3251
2017,2022,3251,3251
2017,2012,32511,32511
2017,2017,32511,32511
2017,2022,32511,32511
2017,2012,325110,325110
2017,2017,325110,325110
2017,2022,325110,325110
2017,2012,32512,32512
2017,2017,32512,32512
2017,2022,32512,32512
2017,2012,325120,325120
2017,2017,325120,325120
2017,2022,325120,325120
2017,2012,32513,32513
2017,2017,32513,32513
2017,2022,32513,32513
2017,2012,325130,325130
2017,2017,325130,325130
2017,2022,325130,325130
2017,2012,32518,32518
2017,2017,32518,32518
2017,2022,32518,32518
2017,2012,325180,325180
2017,2017,325180,325180
2017,2022,325180,325180
2017,2012,32519,32519
2017,2017,32519,32519
2017,2022,32519,32519
2017,2012,325193,325193
2017,2017,325193,325193
2017,2022,325193,325193
2017,2012,325194,325194
2017,2017,325194,325194
2017,2022,325194,325194
2017,2012,325199,325199
2017,2017,325199,325199
2017,2022,325199,325199
2017,2012,3252,3252
2017,2017,3252,3252
2017,2022,3252,3252
2017,2012,32521,32521
2017,2017,32521,32521
2017,2022,32521,32521
2017,2012,325211,325211
2017,2017,325211,325211
2017,2022,325211,325211
2017,2012,325212,325212
2017,2017,325212,325212
2017,2022,325212,325212
2017,2012,32522,32522
2017,2017,32522,32522
2017,2022,32522,32522
2017,2012,325220,325220
2017,2017,325220,325220
2017,2022,325220,325220
2017,2012,3253,3253
2017,2017,3253,3253
2017,2022,3253,3253
2017,2012,32531,32531
2017,2017,32531,32531
2017,2022,32531,32531
2017,2012,325311,325311
2017,2017,325311,325311
2017,2022,325311,325311
2017,2012,325312,325312
2017,2017,325312,325312
2017,2022,325312,325312
2017,2012,325314,325314
2017,2017,325314,325314
2017,2022,325314,325314
2017,2012,32532,32532
2017,2017,32532,32532
2017,2022,32532,32532
2017,2012,325320,325320
2017,2017,325320,325320
2017,2022,325320,325320
2017,2012,3254,3254
2017,2017,3254,3254
2017,2022,3254,3254
2017,2012,32541,32541
2017,2017,32541,32541
2017,2022,32541,32541
2017,2012,325411,325411
2017,2017,325411,325411
2017,2022,325411,325411
2017,2012,325412,325412
2017,2017,325412,325412
2017,2022,325412,325412
2017,2012,325413,325413
2017,2017,325413,325413
2017,2022,325413,325413
2017,2012,325414,325414
2017,2017,325414,325414
2017,2022,325414,325414
2017,2012,3255,3255
2017,2017,3255,3255
2017,2022,3255,3255
2017,2012,32551,32551
2017,2017,32551,32551
2017,2022,32551,32551
2017,2012,325510,325510
2017,2017,325510,325510
2017,2022,325510,325510
2017,2012,32552,32552
2017,2017,32552,32552
2017,2022,32552,32552
2017,2012,325520,325520
2017,2017,325520,325520
2017,2022,325520,325520
2017,2012,3256,3256
2017,2017,3256,3256
2017,2022,3256,3256
2017,2012,32561,32561
2017,2017,32561,32561
2017,2022,32561,32561
2017,2012,325611,325611
2017,2017,325611,325611
2017,2022,325611,325611
2017,2012,325612,325612
2017,2017,325612,325612
2017,2022,325612,325612
2017,2012,325613,325613
2017,2017,325613,325613
2017,2022,325613,325613
2017,2012,32562,32562
2017,2017,32562,32562
2017,2022,32562,32562
2017,2012,325620,325620
2017,2017,325620,325620
2017,2022,325620,325620
2017,2012,3259,3259
2017,2017,3259,3259
2017,2022,3259,3259
2017,2012,32591,32591
2017,2017,32591,32591
2017,2022,32591,32591
2017,2012,325910,325910
2017,2017,325910,325910
2017,2022,325910,325910
2017,2012,32592,32592
2017,2017,32592,32592
2017,2022,32592,32592
2017,2012,325920,325920
2017,2017,325920,325920
2017,2022,325920,325920
2017,2012,32599,32599
2017,2017,32599,32599
2017,2022,32599,32599
2017,2012,325991,325991
2017,2017,325991,325991
2017,2022,325991,325991
2017,2012,325992,325992
2017,2017,325992,325992
2017,2022,325992,325992
2017,2012,325998,325998
2017,2017,325998,325998
2017,2022,325998,325998
2017,2012,326,326
2017,2017,326,326
2017,2022,326,326
2017,2012,3261,3261
2017,2017,3261,3261
2017,2022,3261,3261
2017,2012,32611,32611
2017,2017,32611,32611
2017,2022,32611,32611
2017,2012,326111,326111
2017,2017,326111,326111
2017,2022,326111,326111
2017,2012,326112,326112
2017,2017,326112,326112
2017,2022,326112,326112
2017,2012,326113,326113
2017,2017,326113,326113
2017,2022,326113,326113
2017,2012,32612,32612
2017,2017,32612,32612
2017,2022,32612,32612
2017,2012,326121,326121
2017,2017,326121,326121
2017,2022,326121,326121
2017,2012,326122,326122
2017,2017,326122,326122
2017,2022,326122,326122
2017,2012,32613,32613
2017,2017,32613,32613
2017,2022,32613,32613
2017,2012,326130,326130
2017,2017,326130,326130
2017,2022,326130,326130
2017,2012,32614,32614
2017,2017,32614,32614
2017,2022,32614,32614
2017,2012,326140,326140
2017,2017,326140,326140
2017,2022,326140,326140
2017,2012,32615,32615
2017,2017,32615,32615
2017,2022,32615,32615
2017,2012,326150,326150
2017,2017,326150,326150
2017,2022,326150,326150
2017,2012,32616,32616
2017,2017,32616,32616
2017,2022,32616,32616
2017,2012,326160,326160
2017,2017,326160,326160
2017,2022,326160,326160
2017,2012,32619,32619
2017,2017,32619,32619
2017,2022,32619,32619
2017,2012,326191,326191
2017,2017,326191,326191
2017,2022,326191,326191
2017,2012,326199,326199
2017,2017,326199,326199
2017,2022,326199,326199
2017,2012,3262,3262
2017,2017,3262,3262
2017,2022,3262,3262
2017,2012,32621,32621
2017,2017,32621,32621
2017,2022,32621,32621
2017,2012,326211,326211
2017,2017,326211,326211
2017,2022,326211,326211
2017,2012,326212,326212
2017,2017,326212,326212
2017,2022,326212,326212
2017,2012,32622,32622
2017,2017,32622,32622
2017,2022,32622,32622
2017,2012,326220,326220
2017,2017,326220,326220
2017,2022,326220,326220
2017,2012,32629,32629
2017,2017,32629,32629
2017,2022,32629,32629
2017,2012,326291,326291
2017,2017,326291,326291
2017,2022,326291,326291
2017,2012,326299,326299
2017,2017,326299,326299
2017,2022,326299,326299
2017,2012,327,327
2017,2017,327,327
2017,2022,327,327
2017,2012,3271,3271
2017,2017,3271,3271
2017,2022,3271,3271
2017,2012,32711,32711
2017,2017,32711,32711
2017,2022,32711,32711
2017,2012,327110,327110
2017,2017,327110,327110
2017,2022,327110,327110
2017,2012,32712,32712
2017,2017,32712,32712
2017,2022,32712,32712
2017,2012,327120,327120
2017,2017,327120,327120
2017,2022,327120,327120
2017,2012,3272,3272
2017,2017,3272,3272
2017,2022,3272,3272
2017,2012,32721,32721
2017,2017,32721,32721
2017,2022,32721,32721
2017,2012,327211,327211
2017,2017,327211,327211
2017,2022,327211,327211
2017,2012,327212,327212
2017,2017,327212,327212
2017,2022,327212,327212
2017,2012,327213,327213
2017,2017,327213,327213
2017,2022,327213,327213
2017,2012,327215,327215
2017,2017,327215,327215
2017,2022,327215,327215
2017,2012,3273,3273
2017,2017,3273,3273
2017,2022,3273,3273
2017,2012,32731,32731
2017,2017,32731,32731
2017,2022,32731,32731
2017,2012,327310,327310
2017,2017,327310,327310
2017,2022,327310,327310
2017,2012,32732,32732
2017,2017,32732,32732
2017,2022,32732,32732
2017,2012,327320,327320
2017,2017,327320,327320
2017,2022,327320,327320
2017,2012,32733,32733
2017,2017,32733,32733
2017,2022,32733,32733
2017,2012,327331,327331
2017,2017,327331,327331
2017,2022,327331,327331
2017,2012,327332,327332
2017,2017,327332,327332
2017,2022,327332,327332
2017,2012,32739,32739
2017,2017,32739,32739
2017,2022,32739,32739
2017,2012,327390,327390
2017,2017,327390,327390
2017,2022,327390,327390
2017,2012,3274,3274
2017,2017,3274,3274
2017,2022,3274,3274
2017,2012,32741,32741
2017,2017,32741,32741
2017,2022,32741,32741
2017,2012,327410,327410
2017,2017,327410,327410
2017,2022,327410,327410
2017,2012,32742,32742
2017,2017,32742,32742
2017,2022,32742,32742
2017,2012,327420,327420
2017,2017,327420,327420
2017,2022,327420,327420
2017,2012,3279,3279
2017,2017,3279,3279
2017,2022,3279,3279
2017,2012,32791,32791
2017,2017,32791,32791
2017,2022,32791,32791
2017,2012,327910,327910
2017,2017,327910,327910
2017,2022,327910,327910
2017,2012,32799,32799
2017,2017,32799,32799
2017,2022,32799,32799
2017,2012,327991,327991
2017,2017,327991,327991
2017,2022,327991,327991
2017,2012,327992,327992
2017,2017,327992,327992
2017,2022,327992,327992
2017,2012,327993,327993
2017,2017,327993,327993
2017,2022,327993,327993
2017,2012,327999,327999
2017,2017,327999,327999
2017,2022,327999,327999
2017,2012,331,331
2017,2017,331,331
2017,2022,331,331
2017,2012,3311,3311
2017,2017,3311,3311
2017,2022,3311,3311
2017,2012,33111,33111
2017,2017,33111,33111
2017,2022,33111,33111
2017,2012,331110,331110
2017,2017,331110,331110
2017,2022,331110,331110
2017,2012,3312,3312
2017,2017,3312,3312
2017,2022,3312,3312
2017,2012,33121,33121
2017,2017,33121,33121
2017,2022,33121,33121
2017,2012,331210,331210
2017,2017,331210,331210
2017,2022,331210,331210
2017,2012,33122,33122
2017,2017,33122,33122
2017,2022,33122,33122
2017,2012,331221,331221
2017,2017,331221,331221
2017,2022,331221,331221
2017,2012,331222,331222
2017,2017,331222,331222
2017,2022,331222,331222
2017,2012,3313,3313
2017,2017,3313,3313
2017,2022,3313,3313
2017,2012,33131,33131
2017,2017,33131,33131
2017,2022,33131,33131
2017,2012,331313,331313
2017,2017,331313,331313
2017,2022,331313,331313
2017,2012,331314,331314
2017,2017,331314,331314
2017,2022,331314,331314
2017,2012,331315,331315
2017,2017,331315,331315
2017,2022,331315,331315
2017,2012,331318,331318
2017,2017,331318,331318
2017,2022,331318,331318
2017,2012,3314,3314
2017,2017,3314,3314
2017,2022,3314,3314
2017,2012,33141,33141
2017,2017,33141,33141
2017,2022,33141,33141
2017,2012,331410,331410
2017,2017,331410,331410
2017,2022,331410,331410
2017,2012,33142,33142
2017,2017,33142,33142
2017,2022,33142,33142
2017,2012,331420,331420
2017,2017,331420,331420
2017,2022,331420,331420
2017,2012,33149,33149
2017,2017,33149,33149
2017,2022,33149,33149
2017,2012,331491,331491
2017,2017,331491,331491
2017,2022,331491,331491
2017,2012,331492,331492
2017,2017,331492,331492
2017,2022,331492,331492
2017,2012,3315,3315
2017,2017,3315,3315
2017,2022,3315,3315
2017,2012,33151,33151
2017,2017,33151,33151
2017,2022,33151,33151
2017,2012,331511,331511
2017,2017,331511,331511
2017,2022,331511,331511
2017,2012,331512,331512
2017,2017,331512,331512
2017,2022,331512,331512
2017,2012,331513,331513
2017,2017,331513,331513
2017,2022,331513,331513
2017,2012,33152,33152
2017,2017,33152,33152
2017,2022,33152,33152
2017,2012,331523,331523
2017,2017,331523,331523
2017,2022,331523,331523
2017,2012,331524,331524
2017,2017,331524,331524
2017,2022,331524,331524
2017,2012,331529,331529
2017,2017,331529,331529
2017,2022,331529,331529
2017,2012,332,332
2017,2017,332,332
2017,2022,332,332
2017,2012,3321,3321
2017,2017,3321,3321
2017,2022,3321,3321
2017,2012,33211,33211
2017,2017,33211,33211
2017,2022,33211,33211
2017,2012,332111,332111
2017,2017,332111,332111
2017,2022,332111,332111
2017,2012,332112,332112
2017,2017,332112,332112
2017,2022,332112,332112
2017,2012,332114,332114
2017,2017,332114,332114
2017,2022,332114,332114
2017,2012,332117,332117
2017,2017,332117,332117
2017,2022,332117,332117
2017,2012,332119,332119
2017,2017,332119,332119
2017,2022,332119,332119
2017,2012,3322,3322
2017,2017,3322,3322
2017,2022,3322,3322
2017,2012,33221,33221
2017,2017,33221,33221
2017,2022,33221,33221
2017,2012,332215,332215
2017,2017,332215,332215
2017,2022,332215,332215
2017,2012,332216,332216
2017,2017,332216,332216
2017,2022,332216,332216
2017,2012,3323,3323
2017,2017,3323,3323
2017,2022,3323,3323
2017,2012,33231,33231
2017,2017,33231,33231
2017,2022,33231,33231
2017,2012,332311,332311
2017,2017,332311,332311
2017,2022,332311,332311
2017,2012,332312,332312
2017,2017,332312,332312
2017,2022,332312,332312
2017,2012,332313,332313
2017,2017,332313,332313
2017,2022,332313,332313
2017,2012,33232,33232
2017,2017,33232,33232
2017,2022,33232,33232
2017,2012,332321,332321
2017,2017,332321,332321
2017,2022,332321,332321
2017,2012,332322,332322
2017,2017,332322,332322
2017,2022,332322,332322
2017,2012,332323,332323
2017,2017,332323,332323
2017,2022,332323,332323
2017,2012,3324,3324
2017,2017,3324,3324
2017,2022,3324,3324
2017,2012,33241,33241
2017,2017,33241,33241
2017,2022,33241,33241
2017,2012,332410,332410
2017,2017,332410,332410
2017,2022,332410,332410
2017,2012,33242,33242
2017,2017,33242,33242
2017,2022,33242,33242
2017,2012,332420,332420
2017,2017,332420,332420
2017,2022,332420,332420
2017,2012,33243,33243
2017,2017,33243,33243
2017,2022,33243,33243
2017,2012,332431,332431
2017,2017,332431,332431
2017,2022,332431,332431
2017,2012,332439,332439
2017,2017,332439,332439
2017,2022,332439,332439
2017,2012,3325,3325
2017,2017,3325,3325
2017,2022,3325,3325
2017,2012,33251,33251
2017,2017,33251,33251
2017,2022,33251,33251
2017,2012,332510,332510
2017,2017,332510,332510
2017,2022,332510,332510
2017,2012,3326,3326
2017,2017,3326,3326
2017,2022,3326,3326
2017,2012,33261,33261
2017,2017,33261,33261
2017,2022,33261,33261
2017,2012,332613,332613
2017,2017,332613,332613
2017,2022,332613,332613
2017,2012,332618,332618
2017,2017,332618,332618
2017,2022,332618,332618
2017,2012,3327,3327
2017,2017,3327,3327
2017,2022,3327,3327
2017,2012,33271,33271
2017,2017,33271,33271
2017,2022,33271,33271
2017,2012,332710,332710
2017,2017,332710,332710
2017,2022,332710,332710
2017,2012,33272,33272
2017,2017,33272,33272
2017,2022,33272,33272
2017,2012,332721,332721
2017,2017,332721,332721
2017,2022,332721,332721
2017,2012,332722,332722
2017,2017,332722,332722
2017,2022,332722,332722
2017,2012,3328,3328
2017,2017,3328,3328
2017,2022,3328,3328
2017,2012,33281,33281
2017,2017,33281,33281
2017,2022,33281,33281
2017,2012,332811,332811
2017,2017,332811,332811
2017,2022,332811,332811
2017,2012,332812,332812
2017,2017,332812,332812
2017,2022,332812,332812
2017,2012,332813,332813
2017,2017,332813,332813
2017,2022,332813,332813
2017,2012,3329,3329
2017,2017,3329,3329
2017,2022,3329,3329
2017,2012,33291,33291
2017,2017,33291,33291
2017,2022,33291,33291
2017,2012,332911,332911
2017,2017,332911,332911
2017,2022,332911,332911
2017,2012,332912,332912
2017,2017,332912,332912
2017,2022,332912,332912
2017,2012,332913,332913
2017,2017,332913,332913
2017,2022,332913,332913
2017,2012,332919,332919
2017,2017,332919,332919
2017,2022,332919,332919
2017,2012,33299,33299
2017,2017,33299,33299
2017,2022,33299,33299
2017,2012,332991,332991
2017,2017,332991,332991
2017,2022,332991,332991
2017,2012,332992,332992
2017,2017,332992,332992
2017,2022,332992,332992
2017,2012,332993,332993
2017,2017,332993,332993
2017,2022,332993,332993
2017,2012,332994,332994
2017,2017,332994,332994
2017,2022,332994,332994
2017,2012,332996,332996
2017,2017,332996,332996
2017,2022,332996,332996
2017,2012,332999,332999
2017,2017,332999,332999
2017,2022,332999,332999
2017,2012,333,333
2017,2017,333,333
2017,2022,333,333
2017,2012,3331,3331
2017,2017,3331,3331
2017,2022,3331,3331
2017,2012,33311,33311
2017,2017,33311,33311
2017,2022,33311,33311
2017,2012,333111,333111
2017,2017,333111,333111
2017,2022,333111,333111
2017,2012,333112,333112
2017,2017,333112,333112
2017,2022,333112,333112
2017,2012,33312,33312
2017,2017,33312,33312
2017,2022,33312,33312
2017,2012,333120,333120
2017,2017,333120,333120
2017,2022,333120,333120
2017,2012,33313,33313
2017,2017,33313,33313
2017,2022,33313,33313
2017,2012,333131,333131
2017,2017,333131,333131
2017,2022,333131,333131
2017,2012,333132,333132
2017,2017,333132,333132
2017,2022,333132,333132
2017,2012,3332,3332
2017,2017,3332,3332
2017,2022,3332,3332
2017,2012,33324,33324
2017,2017,33324,33324
2017,2022,33324,33324
2017,2012,333241,333241
2017,2017,333241,333241
2017,2022,333241,333241
2017,2012,333242,333242
2017,2017,333242,333242
2017,2022,333242,333242
2017,2012,333243,333243
2017,2017,333243,333243
2017,2022,333243,333243
2017,2012,333244,333244
2017,2017,333244,333244
2017,2022,333248,333244
2017,2012,333249,333249
2017,2017,333249,333249
2017,2022,333248,333249
2017,2012,3333,3333
2017,2017,3333,3333
2017,2022,3333,3333
2017,2012,33331,33331
2017,2017,33331,33331
2017,2022,33331,33331
2017,2012,333314,333314
2017,2017,333314,333314
2017,2022,333310,333314
2017,2012,333316,333316
2017,2017,333316,333316
2017,2022,333310,333316
2017,2012,333318,333318
2017,2017,333318,333318
2017,2022,333310,333318
2017,2012,3334,3334
2017,2017,3334,3334
2017,2022,3334,3334
2017,2012,33341,33341
2017,2017,33341,33341
2017,2022,33341,33341
2017,2012,333413,333413
2017,2017,333413,333413
2017,2022,333413,333413
2017,2012,333414,333414
2017,2017,333414,333414
2017,2022,333414,333414
2017,2012,333415,333415
2017,2017,333415,333415
2017,2022,333415,333415
2017,2012,3335,3335
2017,2017,3335,3335
2017,2022,3335,3335
2017,2012,33351,33351
2017,2017,33351,33351
2017,2022,33351,33351
2017,2012,333511,333511
2017,2017,333511,333511
2017,2022,333511,333511
2017,2012,333514,333514
2017,2017,333514,333514
2017,2022,333514,333514
2017,2012,333515,333515
2017,2017,333515,333515
2017,2022,333515,333515
2017,2012,333517,333517
2017,2017,333517,333517
2017,2022,333517,333517
2017,2012,333519,333519
2017,2017,333519,333519
2017,2022,333519,333519
2017,2012,3336,3336
2017,2017,3336,3336
2017,2022,3336,3336
2017,2012,33361,33361
2017,2017,33361,33361
2017,2022,33361,33361
2017,2012,333611,333611
2017,2017,333611,333611
2017,2022,333611,333611
2017,2012,333612,333612
2017,2017,333612,333612
2017,2022,333612,333612
2017,2012,333613,333613
2017,2017,333613,333613
2017,2022,333613,333613
2017,2012,333618,333618
2017,2017,333618,333618
2017,2022,333618,333618
2017,2012,3339,3339
2017,2017,3339,3339
2017,2022,3339,3339
2017,2012,33391,33391
2017,2017,33391,33391
2017,2022,33391,33391
2017,2012,333912,333912
2017,2017,333912,333912
2017,2022,333912,333912
2017,2012,333911,333914
2017,2012,333913,333914
2017,2017,333914,333914
2017,2022,333914,333914
2017,2012,33392,33392
2017,2017,33392,33392
2017,2022,33392,33392
2017,2012,333921,333921
2017,2017,333921,333921
2017,2022,333921,333921
2017,2012,333922,333922
2017,2017,333922,333922
2017,2022,333922,333922
2017,2012,333923,333923
2017,2017,333923,333923
2017,2022,333923,333923
2017,2012,333924,333924
2017,2017,333924,333924
2017,2022,333924,333924
2017,2012,33399,33399
2017,2017,33399,33399
2017,2022,33399,33399
2017,2012,333991,333991
2017,2017,333991,333991
2017,2022,333991,333991
2017,2012,333992,333992
2017,2017,333992,333992
2017,2022,333992,333992
2017,2012,333993,333993
2017,2017,333993,333993
2017,2022,333993,333993
2017,2012,333994,333994
2017,2017,333994,333994
2017,2022,333994,333994
2017,2012,333995,333995
2017,2017,333995,333995
2017,2022,333995,333995
2017,2012,333996,333996
2017,2017,333996,333996
2017,2022,333996,333996
2017,2012,333997,333997
2017,2017,333997,333997
2017,2022,333998,333997
2017,2012,333999,333999
2017,2017,333999,333999
2017,2022,333998,333999
2017,2012,334,334
2017,2017,334,334
2017,2022,334,334
2017,2012,3341,3341
2017,2017,3341,3341
2017,2022,3341,3341
2017,2012,33411,33411
2017,2017,33411,33411
2017,2022,33411,33411
2017,2012,334111,334111
2017,2017,334111,334111
2017,2022,334111,334111
2017,2012,334112,334112
2017,2017,334112,334112
2017,2022,334112,334112
2017,2012,334118,334118
2017,2017,334118,334118
2017,2022,334118,334118
2017,2012,3342,3342
2017,2017,3342,3342
2017,2022,3342,3342
2017,2012,33421,33421
2017,2017,33421,33421
2017,2022,33421,33421
2017,2012,334210,334210
2017,2017,334210,334210
2017,2022,334210,334210
2017,2012,33422,33422
2017,2017,33422,33422
2017,2022,33422,33422
2017,2012,334220,334220
2017,2017,334220,334220
2017,2022,334220,334220
2017,2012,33429,33429
2017,2017,33429,33429
2017,2022,33429,33429
2017,2012,334290,334290
2017,2017,334290,334290
2017,2022,334290,334290
2017,2012,3343,3343
2017,2017,3343,3343
2017,2022,3343,3343
2017,2012,33431,33431
2017,2017,33431,33431
2017,2022,33431,33431
2017,2012,334310,334310
2017,2017,334310,334310
2017,2022,334310,334310
2017,2012,3344,3344
2017,2017,3344,3344
2017,2022,3344,3344
2017,2012,33441,33441
2017,2017,33441,33441
2017,2022,33441,33441
2017,2012,334412,334412
2017,2017,334412,334412
2017,2022,334412,334412
2017,2012,334413,334413
2017,2017,334413,334413
2017,2022,334413,334413
