iter	RMSE
725	0.244247597
726	0.2437222694
727	0.243654101
728	0.2431739194
729	0.2426857818
730	0.2425066073
731	0.242117603
732	0.2418410767
733	0.2416594808
734	0.2413637783
735	0.2413355288
736	0.2410387691
737	0.2407207805
738	0.2403678995
739	0.2399446863
740	0.2396168928
741	0.2395045886
742	0.2394702965
743	0.2390950305
744	0.2388175305
745	0.2384452988
746	0.2381938398
747	0.2376572733
748	0.2374254916
749	0.2373801177
750	0.2368910846
751	0.2362992956
752	0.2359483362
753	0.235760189
754	0.2352999207
755	0.2349463748
756	0.2347649791
757	0.2345041378
758	0.2342751191
759	0.2341027743
760	0.233555141
761	0.23302211
762	0.2328037518
763	0.2325606612
764	0.2321828865
765	0.2320915369
766	0.2316406956
767	0.231502267
768	0.2313762702
769	0.2309425681
770	0.2307488739
771	0.2304223946
772	0.2299424301
773	0.2293751091
774	0.2292095379
775	0.2288874628
776	0.228343647
777	0.2278603513
778	0.2277373644
779	0.2274648903
780	0.2269206299
781	0.22645641
782	0.2258517948
783	0.2253667938
784	0.2253282985
785	0.2251400069
786	0.2247348726
787	0.2241535783
788	0.2239251705
789	0.2234175357
790	0.2229327625
791	0.222406713
792	0.2221700072
793	0.2217894876
794	0.2214821601
795	0.2211908682
796	0.2206940286
797	0.2203874852
798	0.2203028586
799	0.2201029529
800	0.2199740107
801	0.219898961
802	0.219275799
803	0.2188476946
804	0.2185634322
805	0.2182345226
806	0.2177504336
807	0.2175635115
808	0.2172721552
809	0.2172087853
810	0.2165885236
811	0.2161689497
812	0.2159783927
813	0.2155298959
814	0.2154452451
815	0.2153935318
816	0.2151566186
817	0.2148160159
818	0.2142822869
819	0.2138234371
820	0.213598331
821	0.2131899314
822	0.212873894
823	0.2123941785
824	0.2118153691
825	0.2116119606
826	0.2113040466
827	0.2111197996
828	0.2107211523
829	0.210410048
830	0.2100357478
831	0.2096948617
832	0.2094189759
833	0.2093591951
834	0.2091928134
835	0.2087814887
836	0.2080835462
837	0.207873194
838	0.2075729389
839	0.2072359329
840	0.206958338
841	0.2064391631
842	0.205966925
843	0.2055017414
844	0.2054751281
845	0.2051625124
846	0.2046744567
847	0.2044275075
848	0.2040327092
849	0.2037356649
850	0.2036613265
851	0.2031982706
852	0.2028915147
853	0.2027311534
854	0.2026662021
855	0.2026367053
856	0.2022270592
857	0.2019382864
858	0.2017180307
859	0.2014954437
860	0.2012034588
861	0.2011660263
862	0.2007267273
863	0.2004328458
864	0.2001232033
865	0.1996249314
866	0.199489508
867	0.1992097686
868	0.1990615313
869	0.1986746174
870	0.1982660641
871	0.1981891406
872	0.1977961212
873	0.1974766566
874	0.1972099025
875	0.1969713801
876	0.1967294561
877	0.1964650181
878	0.196135959
879	0.1958905873
880	0.1955276603
881	0.1952448685
882	0.1948011806
883	0.1945305824
884	0.1943640678
885	0.1938447277
886	0.1935291278
887	0.1932266776
888	0.1929591845
889	0.1926608795
890	0.1921649364
891	0.1918957903
892	0.1917742869
893	0.1914897029
894	0.1912598545
895	0.1908403135
896	0.1905982785
897	0.1905686521
898	0.1903244954
899	0.1900378012
900	0.1899076235
901	0.1898184474
902	0.1893666492
903	0.1890229878
904	0.1886957434
905	0.1885115733
906	0.1883465119
907	0.1881991012
908	0.1878451043
909	0.1875709826
910	0.1875181669
911	0.187252834
912	0.1868865107
913	0.1864291754
914	0.1863585968
915	0.1859002306
916	0.1858393814
917	0.1858001721
918	0.1854873667
919	0.1851510694
920	0.1847299321
921	0.1844255064
922	0.1843163767
923	0.1841561952
924	0.1839398575
925	0.1838111243
926	0.1837525633
927	0.183324877
928	0.1829086372
929	0.182779882
930	0.1825205764
931	0.1821434234
932	0.1819099848
933	0.1817860316
934	0.1813728692
935	0.1810299339
936	0.1808289286
937	0.1805172266
938	0.1802437584
939	0.1800135357
940	0.1797317204
941	0.1795420486
942	0.1791895145
943	0.1790065508
944	0.1786639052
945	0.1784337144
946	0.1780705156
947	0.17749272
948	0.1772629482
949	0.1771838596
950	0.177120743
951	0.17673752
952	0.1764843604
953	0.1763005503
954	0.1758732684
955	0.1755507697
956	0.1754029571
957	0.1749697228
958	0.1747482805
959	0.1744329486
960	0.1742259358
961	0.1739024208
962	0.1736966477
963	0.1733131885
964	0.1730692457
965	0.172826855
966	0.1726278325
967	0.1720923401
968	0.1717357923
969	0.1715284436
970	0.171351738
971	0.1710988333
972	0.1708401087
973	0.1707351551
974	0.1707039577
975	0.1704467696
976	0.1701648126
977	0.169913149
978	0.1698873959
979	0.1697402907
980	0.1695806008
981	0.1692428663
982	0.168961894
983	0.1687562781
984	0.1685714263
985	0.1682315514
986	0.1679991982
987	0.1676993234
988	0.1673358098
989	0.1672254018
990	0.1668445001
991	0.1665713873
992	0.16641766
993	0.1661414614
994	0.1661178849
995	0.1660838468
996	0.165960717
997	0.1656010551
998	0.165437497
999	0.1654032271
