iter	RMSE
124	0.2750989031
125	0.2717608888
126	0.2684165094
127	0.2650513595
128	0.2616850878
129	0.2584533754
130	0.2554730746
131	0.2525818155
132	0.2497249964
133	0.246679693
134	0.2438199539
135	0.2408377838
136	0.2381422076
137	0.235298608
138	0.2326713241
139	0.2301091401
140	0.2276210432
141	0.2249488906
142	0.2225407432
143	0.2201820501
144	0.217861059
145	0.2156905828
146	0.2134938043
147	0.2111055686
148	0.208823999
149	0.2066834995
150	0.2045293277
151	0.2025574136
152	0.2005070769
153	0.1984319412
154	0.1965055763
155	0.1947642105
156	0.1929595077
157	0.1911426258
158	0.1893926902
159	0.1876608917
160	0.1860169565
161	0.1843625198
162	0.1826796204
163	0.1811358905
164	0.1794842457
165	0.1779331151
166	0.1763448733
167	0.1749478183
168	0.1734508576
169	0.1721461906
170	0.1708114798
171	0.1692867218
172	0.167808834
173	0.1665847935
174	0.1653789176
175	0.164200441
176	0.1629722414
177	0.161874412
178	0.1607531084
179	0.1595392283
180	0.1584546929
181	0.1574100643
182	0.1563667961
183	0.1553290411
184	0.1543080218
185	0.1532801375
186	0.1523947765
187	0.1515246977
188	0.1506881731
189	0.1498079159
190	0.1489331838
191	0.1480980547
192	0.1472553952
193	0.146483704
194	0.1457106058
195	0.1449305683
196	0.1442031352
197	0.143378169
198	0.1426980775
199	0.1419563242
200	0.1412853614
201	0.1406459231
202	0.1400240288
203	0.1394242239
204	0.1387061435
205	0.1381064242
206	0.1375580106
207	0.136896048
208	0.1363665005
209	0.1358114814
210	0.1353129343
211	0.1347418189
212	0.1342166576
213	0.1336992411
214	0.1332135906
215	0.1327646313
216	0.1323336757
217	0.1319139927
218	0.1314986399
219	0.1309769592
220	0.130350998
221	0.1299646481
222	0.1295674665
223	0.1292085013
224	0.1288332662
225	0.1284573724
226	0.1280525204
227	0.1276408481
228	0.1273026431
229	0.1269631905
230	0.1266413823
231	0.1263270847
232	0.1260330629
233	0.1257352576
234	0.1254232399
235	0.1251203975
236	0.1246555502
237	0.1243693288
238	0.124099282
239	0.123827632
240	0.1234512442
241	0.1231945533
242	0.1229003898
243	0.1226555565
244	0.122420141
245	0.1220903549
246	0.1217715222
247	0.1215485605
248	0.1213403705
249	0.1211288687
250	0.1209231972
251	0.1206785208
252	0.1204828727
253	0.1202926384
254	0.1201076717
255	0.1199278297
256	0.1196616917
257	0.1194469797
258	0.1192261152
259	0.118982307
260	0.11882289
261	0.118632206
262	0.1184468938
263	0.1181521179
264	0.1179736679
265	0.1178314555
266	0.117622056
267	0.1174300709
268	0.1172289272
269	0.1171033802
270	0.1169814289
271	0.1168181969
272	0.116667102
273	0.1165055407
274	0.1163881597
275	0.1162368962
276	0.1159993809
277	0.1158352778
278	0.1157201058
279	0.1155834918
280	0.1154893672
281	0.1153979414
282	0.1150580578
283	0.1149331886
284	0.114848228
285	0.1147576302
286	0.1146220563
287	0.1144918082
288	0.1144011528
289	0.1142725248
290	0.1141542259
291	0.1140496144
292	0.113928299
293	0.113819832
294	0.113743617
295	0.1136785739
296	0.1135864425
297	0.1134786218
298	0.1134138031
299	0.1133505414
300	0.1132874117
301	0.1132316475
302	0.1129247581
303	0.1125758816
304	0.112511578
305	0.1121800209
306	0.1120953933
307	0.1120461672
308	0.1119927126
309	0.1116832081
310	0.111637172
311	0.1115709087
312	0.1115163189
313	0.1114448975
314	0.1114023282
315	0.1113599102
316	0.1112683566
317	0.1112190404
318	0.1111623371
319	0.1108770078
320	0.1108333684
321	0.1105613541
322	0.1105063186
323	0.1104528493
324	0.1102391559
325	0.1102070889
326	0.1099598535
327	0.109847245
328	0.1096123747
329	0.109563249
330	0.1094901736
331	0.1092691933
332	0.109107201
333	0.1089854775
334	0.1089413195
335	0.1088403752
336	0.1087777511
337	0.1087533933
338	0.1087142617
339	0.1085653581
340	0.108428536
341	0.1083660833
342	0.1082219475
343	0.108046163
344	0.1078490381
345	0.1077779131
346	0.1076174215
347	0.107520551
348	0.1073066801
349	0.1072448897
350	0.1071854654
351	0.1071611235
352	0.107088046
353	0.1069464856
354	0.1068128267
355	0.1067238092
356	0.106706024
357	0.1065288384
358	0.1063435681
359	0.1061873833
360	0.1060436042
361	0.1058844938
362	0.1057437624
363	0.1057279583
364	0.1055383792
365	0.10551984
366	0.1055043193
367	0.1054940121
368	0.1054792013
369	0.1054694187
370	0.1054510209
371	0.1054345295
372	0.1054254711
373	0.1054146919
374	0.105401995
375	0.105391802
376	0.1053819032
377	0.1053399654
378	0.1053305258
379	0.1053191224
380	0.1053117361
381	0.1052953078
382	0.1052868135
383	0.1052760239
384	0.1052690919
385	0.1052612056
386	0.1052550985
387	0.1052475948
388	0.1052403063
389	0.1052343313
390	0.105083118
391	0.1048701047
392	0.104675355
393	0.1045008042
394	0.1043245742
395	0.1041718374
396	0.1041628541
397	0.1040046177
398	0.1038605345
399	0.1038539771
400	0.103719014
401	0.1037135829
402	0.1037051746
403	0.103700121
404	0.1035960788
405	0.1034380035
406	0.1033413441
407	0.103193866
408	0.1031128565
409	0.1030138754
410	0.102957121
411	0.1029026495
412	0.1028412346
413	0.1028355351
414	0.1028250411
415	0.1026958298
416	0.1026392788
417	0.1025293184
418	0.1025216783
419	0.102389885
420	0.1023160355
421	0.1022635707
422	0.1022112373
423	0.1020922392
424	0.1019618257
425	0.1018489632
426	0.1017467863
427	0.1016328947
428	0.1015263245
429	0.1014765848
430	0.1014370351
431	0.1013060392
432	0.1012201137
433	0.1010962729
434	0.1010741073
435	0.1010316403
436	0.1009166725
437	0.1008736977
438	0.1008508657
439	0.1007570189
440	0.1006600337
441	0.1006379312
442	0.1005378979
443	0.1004960354
444	0.1004015483
445	0.100336312
446	0.1002432321
447	0.1001744165
448	0.1000894283
449	0.1000133291
450	0.09999303628
451	0.09995567652
452	0.09993607182
453	0.09984908145
454	0.09983011194
455	0.09981177627
456	0.09974515564
457	0.09968717769
458	0.09963630387
459	0.09958820924
460	0.09957055781
461	0.09948609838
462	0.09945335893
463	0.09938050931
464	0.09934885441
465	0.09934183819
466	0.09926232634
467	0.09924529267
468	0.09922883053
469	0.09918927415
470	0.09913510852
471	0.09910374714
472	0.09908788385
473	0.09906071763
474	0.09903433225
475	0.09895695562
476	0.09889381955
477	0.09883846149
478	0.0988118081
479	0.09873586954
480	0.09865178029
481	0.0985996552
482	0.09854508097
483	0.09848815132
484	0.09847283032
485	0.09840375921
486	0.09837655026
487	0.098308423
488	0.09823677764
489	0.09817280341
490	0.09811169225
491	0.09809681706
492	0.09805047097
493	0.09803523961
494	0.09796966651
495	0.09794648808
496	0.09792108043
497	0.09787466189
498	0.09785028094
499	0.09782804955
500	0.09777878095
501	0.09776533072
502	0.09776179467
503	0.09773027948
504	0.0977071305
505	0.09768632811
506	0.09767816444
507	0.09762094256
508	0.0976082411
509	0.09758623545
510	0.09754319815
511	0.09747806589
512	0.09741109849
513	0.09739424497
514	0.09738406695
515	0.09736361274
516	0.0973539708
517	0.09727822719
518	0.09723730356
519	0.09723169117
520	0.0971842755
521	0.09717497997
522	0.09713388928
523	0.09706742151
524	0.09699961138
525	0.09696833138
526	0.09695623162
527	0.09691649198
528	0.09690234489
529	0.09688370355
530	0.09687514924
531	0.09681159232
532	0.09679424144
533	0.09675891115
534	0.09675159267
535	0.09673720401
536	0.09673247767
537	0.09668592757
538	0.09663344741
539	0.09661399466
540	0.09658457939
541	0.09654813738
542	0.09650942937
543	0.0964652916
544	0.09643271737
545	0.09638254617
546	0.09634730533
547	0.09631446858
548	0.09629091573
549	0.09626174611
550	0.09621849562
551	0.09616629478
552	0.09614854968
553	0.09609278452
554	0.09608835534
555	0.09607742261
556	0.09606686897
557	0.09602437479
558	0.09598382919
559	0.09592618231
560	0.09587747684
561	0.09584999583
562	0.09580269973
563	0.09577307237
564	0.09574560791
565	0.09572989166
566	0.09571789471
567	0.09566745236
568	0.09563282245
569	0.09560018178
570	0.09555626014
571	0.09552506262
572	0.09551322754
573	0.0954628943
574	0.09541095324
575	0.09537033947
576	0.09536010898
577	0.09535023286
578	0.09533899226
579	0.09532511321
580	0.09528080371
581	0.09527600811
582	0.09522723772
583	0.09519954052
584	0.09515662483
585	0.09510769498
586	0.09509815659
587	0.09506080382
588	0.0950515922
589	0.09501597287
590	0.09498925972
591	0.09498036094
592	0.09494561332
593	0.09491859609
594	0.094877093
595	0.09487247413
596	0.09486673072
597	0.09484214914
598	0.0948021927
599	0.09479362751
600	0.0947630531
601	0.09473116211
602	0.09470773563
603	0.09470016482
604	0.09467583026
605	0.09464072351
606	0.09461232556
607	0.09460809061
608	0.0945988968
609	0.09459336834
610	0.09457517643
611	0.0945547936
612	0.09453827323
613	0.09449542213
614	0.09448672058
615	0.0944522832
616	0.09441884953
617	0.09438262128
618	0.09434955946
619	0.09433522661
620	0.09431683662
621	0.09429450348
622	0.09426247758
623	0.09423609994
624	0.09418344725
625	0.09416850567
626	0.09415476995
627	0.09414467895
628	0.09411180014
629	0.09407055259
630	0.09403215308
631	0.0939982433
632	0.09396754608
633	0.09394257542
634	0.09390634286
635	0.09390230319
636	0.093895826
637	0.0938678579
638	0.09384736232
639	0.09381577332
640	0.09378353544
641	0.09374452285
642	0.09369872112
643	0.09369507982
644	0.09367532549
645	0.09365966176
646	0.09363447845
647	0.0936045825
648	0.09356975372
649	0.09354156421
650	0.09351506122
651	0.09350175362
652	0.0934886761
653	0.09347575095
654	0.09344659173
655	0.0934282687
656	0.09337716201
657	0.09334271208
658	0.09329954467
659	0.09326618989
660	0.09326114613
661	0.09322957472
662	0.09319249634
663	0.09318536947
664	0.09315763441
665	0.09313243404
666	0.09309983769
667	0.09308852303
668	0.09308503645
669	0.09307688555
670	0.09305914827
671	0.09303435423
672	0.09302839887
673	0.09298808597
674	0.09296408961
675	0.09295048088
676	0.09291176661
677	0.0928870857
678	0.09286199606
679	0.09284882656
680	0.0928360999
681	0.09280612446
682	0.09278593035
683	0.09275607405
684	0.09272827339
685	0.09271157992
686	0.09269172556
687	0.09268780162
688	0.09265894791
689	0.09264965101
690	0.09263825241
691	0.09263522477
692	0.09260599435
693	0.09259412139
694	0.09256870071
695	0.09255074079
696	0.09252719981
697	0.09250342951
698	0.09248763172
699	0.09246652361
700	0.09245206409
701	0.09243938321
702	0.09242833095
703	0.0924028838
704	0.09236871481
705	0.09236478816
706	0.09236100048
707	0.09232677474
708	0.09232055403
709	0.09231454569
710	0.09229983187
711	0.09228566281
712	0.09226223218
713	0.09225946353
714	0.09224776281
715	0.09222337218
716	0.0922177264
717	0.09219040493
718	0.09218535803
719	0.0921718148
720	0.09214092324
721	0.09211597402
722	0.09208343954
723	0.09207172
724	0.09205876288
725	0.09204814058
726	0.09202267888
727	0.09200086908
728	0.09197822854
729	0.09197145176
730	0.0919683992
731	0.09195749586
732	0.09193649837
733	0.0919173411
734	0.09190736508
735	0.09187531464
736	0.09185254826
737	0.09184851636
738	0.09183866813
739	0.0918174898
740	0.09179884507
741	0.09178680155
742	0.09178433347
743	0.09176259239
744	0.09174197757
745	0.09172294232
746	0.09169839907
747	0.09167635495
748	0.09166124719
749	0.09164283594
750	0.09162055519
751	0.09159548645
752	0.09159308719
753	0.09157188332
754	0.09156401791
755	0.09154378278
756	0.0915217265
757	0.09151935104
758	0.0914991428
759	0.09148446796
760	0.09146328765
761	0.09144519816
762	0.09142151797
763	0.09140099084
764	0.0913837184
765	0.09137878123
766	0.0913606772
767	0.09135267095
768	0.09135036983
769	0.0913456061
770	0.09132762398
771	0.09132405924
772	0.09130540182
773	0.09128530063
774	0.09128069822
775	0.09126784505
776	0.09125335481
777	0.09124110233
778	0.09123255327
779	0.09121272207
780	0.09119730337
781	0.0911810076
782	0.09117885143
783	0.09115761535
784	0.09115550995
785	0.09113547341
786	0.09112699234
787	0.09111112651
788	0.09110907832
789	0.09110464455
790	0.09108851208
791	0.09107962666
792	0.09106113408
793	0.09103829398
794	0.09103400776
795	0.09101888086
796	0.09100162738
797	0.09098943669
798	0.0909871018
799	0.09097491969
800	0.09097243
801	0.09095495231
802	0.09093840468
803	0.09092157606
804	0.09091963232
805	0.09091075459
806	0.09089659034
807	0.09088028912
808	0.09087809193
809	0.09087622393
810	0.0908685101
811	0.09086102437
812	0.09085388574
813	0.09084314067
814	0.09082632025
815	0.09081359092
816	0.09080035694
817	0.09078174109
818	0.09076379905
819	0.09076151686
820	0.09075947952
821	0.09074631384
822	0.09073930771
823	0.09072473812
824	0.09070412105
825	0.09068466358
826	0.09067767124
827	0.09066394481
828	0.09064988469
829	0.09063847088
830	0.09062722045
831	0.09062325433
832	0.09061474351
833	0.09060293091
834	0.0905992042
835	0.09059746647
836	0.09058766377
837	0.09057664963
838	0.09056552298
839	0.090563395
840	0.09054692768
841	0.09053632009
842	0.0905247016
843	0.09051386341
844	0.09051196684
845	0.09049933559
846	0.09048368605
847	0.09046878846
848	0.09045862541
849	0.09044850404
850	0.09044075973
851	0.0904308455
852	0.0904166168
853	0.09041460408
854	0.0904068071
855	0.09039544284
856	0.09039194235
857	0.09038157369
858	0.09037268705
859	0.09036043639
860	0.09035387062
861	0.09033979247
862	0.09033249457
863	0.09032177192
864	0.0903076106
865	0.09029863541
866	0.09029667967
867	0.09028521395
868	0.09027201023
869	0.09026246397
870	0.09024756348
871	0.09023314288
872	0.0902244532
873	0.09021276498
874	0.09021102226
875	0.09020371727
876	0.09019697
877	0.09019095527
878	0.09018124491
879	0.09017801661
880	0.09016793729
881	0.09015831353
882	0.09014942428
883	0.09014082452
884	0.09012307211
885	0.09012122255
886	0.09011283673
887	0.09010472465
888	0.09009840696
889	0.09009229569
890	0.09008391525
891	0.09007913362
892	0.09007748652
893	0.09006686321
894	0.09005422385
895	0.09004207336
896	0.09004023375
897	0.09003845927
898	0.09003296262
899	0.09002789132
900	0.09002051133
901	0.09000882691
902	0.09000048186
903	0.08998946084
904	0.08997822241
905	0.08997671641
906	0.08997217694
907	0.08996455031
908	0.08995815424
909	0.08995649455
910	0.08995502424
911	0.08994620562
912	0.08994333512
913	0.08994199316
914	0.08994058658
915	0.08993502725
916	0.08991843659
917	0.08990930411
918	0.08989713305
919	0.08988814217
920	0.08988537151
921	0.08987495705
922	0.08987090055
923	0.08985935623
924	0.08985532112
925	0.08985036592
926	0.08984832829
927	0.08984669139
928	0.08983361811
929	0.08983203281
930	0.08982360671
931	0.08981664116
932	0.08980182688
933	0.08979588738
934	0.08979034811
935	0.0897787317
936	0.08977510056
937	0.08976848799
938	0.08976701338
939	0.08975674726
940	0.08974216439
941	0.08973597608
942	0.0897263172
943	0.0897186522
944	0.08970525511
945	0.0896962702
946	0.08968864285
947	0.08968172162
948	0.08968029278
949	0.08967485436
950	0.08967200196
951	0.08967080419
952	0.08966648269
953	0.08965860241
954	0.08965683574
955	0.08965045829
956	0.08963771016
957	0.08962840662
958	0.08961627926
959	0.08960542391
960	0.08959817139
961	0.08959687791
962	0.08958534102
963	0.08957465937
964	0.08956961974
965	0.08956018624
966	0.08955681487
967	0.08954853563
968	0.0895434657
969	0.0895373769
970	0.08953183619
971	0.08952693716
972	0.08952258456
973	0.08951108369
974	0.08950391292
975	0.08949935672
976	0.08948980265
977	0.08948258685
978	0.08948095709
979	0.08947402215
980	0.08946506782
981	0.08945802365
982	0.08944746083
983	0.0894441371
984	0.08943764822
985	0.08943622905
986	0.08942725398
987	0.08942104635
988	0.08941651907
989	0.08941040597
990	0.08940900756
991	0.08940219089
992	0.089396864
993	0.08939014611
994	0.0893890827
995	0.08938421138
996	0.08937783859
997	0.08937150906
998	0.08936298269
999	0.08935215873
